province,regency,district,village,postal
"Jawa Timur","Kabupaten Bangkalan","Bangkalan","Martajasah","69119"
"Jawa Timur","Kabupaten Bangkalan","Socah","Sanggra Agung","69161"
"Jawa Timur","Kabupaten Bangkalan","Burneh","Banangkah","69121"
"Jawa Timur","Kabupaten Bangkalan","Burneh","Jambuh","69121"
"Jawa Timur","Kabupaten Bangkalan","Kamal","Banyuajuh","69162"
"Jawa Timur","Kabupaten Bangkalan","Kamal","Pendabah","69162"
"Jawa Timur","Kabupaten Bangkalan","Arosbaya","Glagga","69151"
"Jawa Timur","Kabupaten Bangkalan","Geger","Banyoneng Laok","69152"
"Jawa Timur","Kabupaten Bangkalan","Geger","Dabung","69152"
"Jawa Timur","Kabupaten Bangkalan","Geger","Togubang","69152"
"Jawa Timur","Kabupaten Bangkalan","Geger","Batobella","69152"
"Jawa Timur","Kabupaten Bangkalan","Geger","Tegar Priyah","69152"
"Jawa Timur","Kabupaten Bangkalan","Geger","Banyoneng Dajah","69152"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Tolbuk","69153"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Moarah","69153"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Ra'as","69153"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Banteyan","69153"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Tenggun Dajah","69153"
"Jawa Timur","Kabupaten Bangkalan","Klampis","Ko'ol","69153"
"Jawa Timur","Kabupaten Bangkalan","Sepulu","Gangseyan","69154"
"Jawa Timur","Kabupaten Bangkalan","Sepulu","Klapayan","69154"
"Jawa Timur","Kabupaten Bangkalan","Sepulu","Genelap","69154"
"Jawa Timur","Kabupaten Bangkalan","Sepulu","Tanagura Barat","69154"
"Jawa Timur","Kabupaten Bangkalan","Sepulu","Tanagura Timur","69154"
"Jawa Timur","Kabupaten Bangkalan","Tanjung Bumi","Bandang Dajah","69156"
"Jawa Timur","Kabupaten Bangkalan","Tanjung Bumi","Aeng Taber","69156"
"Jawa Timur","Kabupaten Bangkalan","Tanjung Bumi","Banyusangka","69156"
"Jawa Timur","Kabupaten Bangkalan","Kokop","Lembung Gunong","69155"
"Jawa Timur","Kabupaten Bangkalan","Kokop","Ampara'an","69155"
"Jawa Timur","Kabupaten Bangkalan","Kokop","Mano'an","69155"
"Jawa Timur","Kabupaten Bangkalan","Kwanyar","Somor Koneng","69163"
"Jawa Timur","Kabupaten Bangkalan","Kwanyar","Karang Entang","69163"
"Jawa Timur","Kabupaten Bangkalan","Kwanyar","Gunung Sereng","69163"
"Jawa Timur","Kabupaten Bangkalan","Labang","Bringen","69164"
"Jawa Timur","Kabupaten Bangkalan","Labang","Ba'engas","69164"
"Jawa Timur","Kabupaten Bangkalan","Labang","Sendang Dajah","69164"
"Jawa Timur","Kabupaten Bangkalan","Tanah Merah","Tlomar","69172"
"Jawa Timur","Kabupaten Bangkalan","Tragah","Karang Leman","69165"
"Jawa Timur","Kabupaten Bangkalan","Tragah","Kemoning","69165"
"Jawa Timur","Kabupaten Bangkalan","Blega","Nyor Manes","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Alas Rajah","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Karang Nangkah","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Lombang Dajah","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Kajjan","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Pangeran Gadungan","69174"
"Jawa Timur","Kabupaten Bangkalan","Blega","Ko'olan","69174"
"Jawa Timur","Kabupaten Bangkalan","Modung","Serabi Barat","69166"
"Jawa Timur","Kabupaten Bangkalan","Modung","Serabi Timur","69166"
"Jawa Timur","Kabupaten Bangkalan","Modung","Glisgis","69166"
"Jawa Timur","Kabupaten Bangkalan","Konang","Cangkareman","69175"
"Jawa Timur","Kabupaten Bangkalan","Konang","Galis Dajah","69175"
"Jawa Timur","Kabupaten Bangkalan","Konang","Kanegarah","69175"
"Jawa Timur","Kabupaten Bangkalan","Galis","Blateran","69173"
"Jawa Timur","Kabupaten Bangkalan","Galis","Paka'an Dajah","69173"
"Jawa Timur","Kabupaten Bangkalan","Galis","Paka'an Laok","69173"
"Jawa Timur","Kabupaten Bangkalan","Galis","Lantek Timor","69173"
"Jawa Timur","Kabupaten Sampang","Sreseh","Junok","69273"
"Jawa Timur","Kabupaten Sampang","Camplong","Tamba'an","67133"
"Jawa Timur","Kabupaten Sampang","Omben","Jranguan","69291"
"Jawa Timur","Kabupaten Sampang","Omben","Rongdalam","69291"
"Jawa Timur","Kabupaten Sampang","Omben","Napo Laok","69291"
"Jawa Timur","Kabupaten Sampang","Omben","Napo Daya","69291"
"Jawa Timur","Kabupaten Sampang","Kedungdung","Bajrasoka","69252"
"Jawa Timur","Kabupaten Sampang","Kedungdung","Moktesareh","69252"
"Jawa Timur","Kabupaten Sampang","Kedungdung","Palenggian","69252"
"Jawa Timur","Kabupaten Sampang","Jrengik","Penyepen","69272"
"Jawa Timur","Kabupaten Sampang","Jrengik","Mlakah","69272"
"Jawa Timur","Kabupaten Sampang","Tambelangan","Baturasang","69253"
"Jawa Timur","Kabupaten Sampang","Banyuates","Tapa'an","67129"
"Jawa Timur","Kabupaten Sampang","Pangarengan","Panyirangan","69271"
"Jawa Timur","Kabupaten Sampang","Karangpenang","Blu Uran","69254"
"Jawa Timur","Kabupaten Pamekasan","Tlanakan","Branta Pesisir","69371"
"Jawa Timur","Kabupaten Pamekasan","Tlanakan","Tlesah","69371"
"Jawa Timur","Kabupaten Pamekasan","Tlanakan","Taro'an","69371"
"Jawa Timur","Kabupaten Pamekasan","Pademawu","Padelegan","69323"
"Jawa Timur","Kabupaten Pamekasan","Pademawu","Sopa'ah","69323"
"Jawa Timur","Kabupaten Pamekasan","Pademawu","Buddagan","69323"
"Jawa Timur","Kabupaten Pamekasan","Pamekasan","Barurambat Kota","69317"
"Jawa Timur","Kabupaten Pamekasan","Pamekasan","Teja Barat","69317"
"Jawa Timur","Kabupaten Pamekasan","Pamekasan","Teja Timur","69317"
"Jawa Timur","Kabupaten Pamekasan","Pamekasan","Nyalabu Laok","69317"
"Jawa Timur","Kabupaten Pamekasan","Proppo","Gro'om","69363"
"Jawa Timur","Kabupaten Pamekasan","Proppo","Talangoh","69363"
"Jawa Timur","Kabupaten Pamekasan","Proppo","Billa'an","69363"
"Jawa Timur","Kabupaten Pamekasan","Proppo","Rangperang Daja","69363"
"Jawa Timur","Kabupaten Pamekasan","Proppo","Pangorayan","69363"
"Jawa Timur","Kabupaten Pamekasan","Palengaan","Patoan Daja","69362"
"Jawa Timur","Kabupaten Pamekasan","Palengaan","Palengaan Dajah","69362"
"Jawa Timur","Kabupaten Pamekasan","Pegantenan","Pegantenan","69361"
"Jawa Timur","Kabupaten Pamekasan","Larangan","Duko Timur","69383"
"Jawa Timur","Kabupaten Pamekasan","Waru","Tampojung Pregih","69353"
"Jawa Timur","Kabupaten Pamekasan","Waru","Tagangser Laok","69353"
"Jawa Timur","Kabupaten Pamekasan","Batumarmar","Bangserreh","69354"
"Jawa Timur","Kabupaten Pamekasan","Kadur","Kertagena Dajah","69355"
"Jawa Timur","Kabupaten Pamekasan","Pasean","Tagangser Daja","69356"
"Jawa Timur","Kabupaten Pamekasan","Pasean","Sotabar","69356"
"Jawa Timur","Kabupaten Pamekasan","Pasean","Batokerbuy","69356"
"Jawa Timur","Kabupaten Sumenep","Kalianget","Kalimook","69471"
"Jawa Timur","Kabupaten Sumenep","Manding","Jaba'an","69452"
"Jawa Timur","Kabupaten Sumenep","Bluto","Bumbungan","69466"
"Jawa Timur","Kabupaten Sumenep","Bluto","Karang Campaka","69466"
"Jawa Timur","Kabupaten Sumenep","Saronggi","Tanamerah","69467"
"Jawa Timur","Kabupaten Sumenep","Saronggi","Moangan","69467"
"Jawa Timur","Kabupaten Sumenep","Lenteng","Billapora Rebba","69461"
"Jawa Timur","Kabupaten Sumenep","Lenteng","Daramista","69461"
"Jawa Timur","Kabupaten Sumenep","Lenteng","Meddelan","69461"
"Jawa Timur","Kabupaten Sumenep","Guluk-guluk","Bakeong","69463"
"Jawa Timur","Kabupaten Sumenep","Ganding","Billapora Barat","69462"
"Jawa Timur","Kabupaten Sumenep","Ganding","Billapora Timur","69462"
"Jawa Timur","Kabupaten Sumenep","Pragaan","Larangan Perreng","69465"
"Jawa Timur","Kabupaten Sumenep","Ambunten","Belluk Ares","69455"
"Jawa Timur","Kabupaten Sumenep","Ambunten","Belluk Kenek","69455"
"Jawa Timur","Kabupaten Sumenep","Ambunten","Belluk Raja","69455"
"Jawa Timur","Kabupaten Sumenep","Dasuk","Batubellah Barat","69454"
"Jawa Timur","Kabupaten Sumenep","Dasuk","Batubellah Timur","69454"
"Jawa Timur","Kabupaten Sumenep","Batang Batang","Tamidung","69473"
"Jawa Timur","Kabupaten Sumenep","Batuputih","Bulla'an","69453"
"Jawa Timur","Kabupaten Sumenep","Dungkek","Bicabbi","69474"
"Jawa Timur","Kabupaten Sumenep","Dungkek","Banra'as","69474"
"Jawa Timur","Kabupaten Sumenep","Gapura","Palo'lo'an","69472"
"Jawa Timur","Kabupaten Sumenep","Gapura","Braji","69472"
"Jawa Timur","Kabupaten Sumenep","Nonggunong","Sokaramme Timur","69484"
"Jawa Timur","Kabupaten Sumenep","Nonggunong","Sokarami Paseser","69484"
"Jawa Timur","Kabupaten Sumenep","Ra'as","Kropoh","69485"
"Jawa Timur","Kabupaten Sumenep","Masalembu","Masalima","69492"
"Jawa Timur","Kabupaten Sumenep","Masalembu","Kramian","69492"
"Jawa Timur","Kabupaten Sumenep","Arjasa","Pajanangger","69491"
"Jawa Timur","Kabupaten Sumenep","Arjasa","Kalinganyar","69491"
"Jawa Timur","Kabupaten Sumenep","Sapeken","Saseel","69493"
"Jawa Timur","Kabupaten Sumenep","Sapeken","Sabunten","69493"
"Jawa Timur","Kabupaten Sumenep","Sapeken","Sadulang","69493"
"Jawa Timur","Kabupaten Sumenep","Sapeken","Saur Saebus","69493"
"Jawa Timur","Kabupaten Sumenep","Batuan","Babbalan","69451"
"Jawa Timur","Kabupaten Sumenep","Kangayan","Torjek","69490"
"Jawa Timur","Kabupaten Sumenep","Kangayan","Cangkramaan","69490"
"Jawa Timur","Kabupaten Sumenep","Kangayan","Timur Jang-jang","69490"
"Jawa Timur","Kota Pasuruan","Bugul Kidul","Tapa'an","67129"
"Jawa Timur","Kota Pasuruan","Panggungrejo","Tamba'an","67133"
"Jawa Timur","Kota Mojokerto","Prajuritkulon","Prajuritkulon","61326"
"Jawa Timur","Kota Surabaya","Tegalsari","Dr. Soetomo","60264"
"Jawa Timur","Kota Surabaya","Pabean Cantian","Tanjung Perak","60164"
"Jawa Timur","Kota Surabaya","Bubutan","Alun-alun Contong","60174"
"Jawa Timur","Kota Surabaya","Tandes","Tandes","60187"
"Jawa Timur","Kota Surabaya","Tandes","Manukan Wetan","60184"
"Jawa Timur","Kota Surabaya","Tandes","Banjar Sugihan","60185"
"Jawa Timur","Kota Surabaya","Kenjeran","Sidotopo Wetan","60128"
"Jawa Timur","Kota Surabaya","Lakarsantri","Bangkingan","60214"
"Jawa Timur","Kota Surabaya","Benowo","Tambak Oso Wilangun","60191"
"Jawa Timur","Kota Surabaya","Benowo","Romokalisari","60192"
"Jawa Timur","Kota Surabaya","Asem Rowo","Genting Kalianak","60183"
"Jawa Timur","Kota Surabaya","Asem Rowo","Tambak Sarioso","60184"
"Jawa Timur","Kota Surabaya","Bulak","Sukolilo Baru","60122"
"Banten","Kabupaten Pandeglang","Mandalawangi","Cikumbuen","42261"
"Banten","Kabupaten Pandeglang","Kaduhejo","Banyumundu","42253"
"Banten","Kabupaten Pandeglang","Koroncong","Pasirkarag","42250"
"Banten","Kabupaten Pandeglang","Sobang","Bojenwetan","42280"
"Banten","Kabupaten Lebak","Panggarangan","Situregen","42390"
"Banten","Kabupaten Lebak","Cipanas","Talagahiyang","42372"
"Banten","Kabupaten Lebak","Sajira","Bungurmekar","42371"
"Banten","Kabupaten Lebak","Maja","Gubugan Cibeureum","42382"
"Banten","Kabupaten Lebak","Maja","Buyut Mekar","42382"
"Banten","Kabupaten Lebak","Rangkasbitung","Cimangeunteung","42312"
"Banten","Kabupaten Lebak","Cibeber","Citorek Timur","42394"
"Banten","Kabupaten Lebak","Cibeber","Citorek Kidul","42394"
"Banten","Kabupaten Lebak","Cibeber","Citorek Sabrang","42394"
"Banten","Kabupaten Lebak","Sobang","Ciparasi","42318"
"Banten","Kabupaten Lebak","Curugbitung","Lebakasih","42381"
"Banten","Kabupaten Lebak","Cihara","Citeupuseun","42392"
"Banten","Kabupaten Tangerang","Jambe","Tipar Raya","15720"
"Banten","Kabupaten Tangerang","Kemiri","Klebet","15530"
"Banten","Kabupaten Tangerang","Kemiri","Legok Suka Maju","15530"
"Banten","Kabupaten Tangerang","Teluknaga","Kmp Melayu Tim","15510"
"Banten","Kabupaten Tangerang","Teluknaga","Kmp Melayu Brt","15510"
"Banten","Kabupaten Tangerang","Kosambi","Salembaran Jaya","15214"
"Banten","Kabupaten Tangerang","Pakuhaji","Bonisari","15570"
"Banten","Kabupaten Tangerang","Kelapa Dua","Curug Sangereng","15811"
"Banten","Kabupaten Serang","Waringinkurung","Talaga Luhur","42453"
"Banten","Kabupaten Serang","Ciruas","Kadikaran","42182"
"Banten","Kabupaten Serang","Pontang","Kelapian","42192"
"Banten","Kabupaten Serang","Carenang","Ragas Masigit","42195"
"Banten","Kabupaten Serang","Tunjung Teja","Pancaregang","42174"
"Banten","Kabupaten Serang","Lebak Wangi","Pegandikan","42181"
"Banten","Kota Tangerang","Karawaci","Sumur Pacing","15114"
"Banten","Kota Serang","Walantaka","Pangampelan","42183"
"Banten","Kota Serang","Walantaka","Kalodran","42183"
"Banten","Kota Serang","Walantaka","Kapuren","42183"
"Banten","Kota Tangerang Selatan","Pondok Aren","Parigi Baru","15228"
"Banten","Kota Tangerang Selatan","Ciputat","Serua Indah","15414"
"Bali","Kabupaten Jembrana","Pekutatan","Pengeragoan","82262"
"Bali","Kabupaten Tabanan","Kerambitan","Tibubiu","82161"
"Bali","Kabupaten Tabanan","Tabanan","Bongan","82112"
"Bali","Kabupaten Tabanan","Tabanan","Dajan Peken","82114"
"Bali","Kabupaten Tabanan","Marga","Beringkit Belayu","82181"
"Bali","Kabupaten Tabanan","Penebel","Mengesta","82152"
"Bali","Kabupaten Badung","Abiansemal","Abiansemal Dauh Yeh Cani","80352"
"Bali","Kabupaten Badung","Petang","Belok/sidan","80353"
"Bali","Kabupaten Gianyar","Tampaksiring","Pejeng Kelod","80552"
"Bali","Kabupaten Gianyar","Payangan","Bresela","80572"
"Bali","Kabupaten Bangli","Kintamani","Abang Batudinding","80652"
"Bali","Kabupaten Bangli","Kintamani","Serai","80652"
"Bali","Kabupaten Bangli","Kintamani","Siakin","80652"
"Bali","Kabupaten Karangasem","Karangasem","Seraya","80811"
"Bali","Kabupaten Karangasem","Bebandem","Bungaya","80861"
"Bali","Kabupaten Karangasem","Bebandem","Budakeling","80861"
"Bali","Kabupaten Karangasem","Bebandem","Bhuana Giri","80861"
"Bali","Kabupaten Karangasem","Kubu","Tianyar","80853"
"Bali","Kabupaten Buleleng","Gerokgak","Penyabangan","81155"
"Bali","Kabupaten Buleleng","Busungbiu","Dapdap Putih","81154"
"Bali","Kabupaten Buleleng","Busungbiu","Kedis","81154"
"Bali","Kabupaten Buleleng","Banjar","Banyuseri","81152"
"Bali","Kabupaten Buleleng","Buleleng","Baktiseraga","81119"
"Bali","Kota Denpasar","Denpasar Timur","Dangin Puri Kelod","80234"
"Bali","Kota Denpasar","Denpasar Timur","Sumerta Kelod","80239"
"Bali","Kota Denpasar","Denpasar Barat","Padangsambian Kelod","80117"
"Bali","Kota Denpasar","Denpasar Barat","Pemecutan Kelod","80119"
"Bali","Kota Denpasar","Denpasar Barat","Dauh Puri Kelod","80114"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Gerung","Kebon Ayu","83363"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Narmada","Lebah Sempage","83370"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Gunungsari","Mambalan","83351"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Gunungsari","Jeringo","83351"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Lembar","Jembatan Kembar Timur","83364"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Lembar","Eyat Mayang","83364"
"Nusa Tenggara Barat","Kabupaten Lombok Barat","Batu Layar","Batu Layar Barat","83355"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya","Perapen","83519"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya","Mekar Damai","83511"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Jonggat","Nyerot","83561"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Batukliang","Aik Darek","83552"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Batukliang","Mekar Bersatu","83552"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Batukliang","Lendang Tampel","83552"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pujut","Segala Anyar","83573"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pujut","Bangket Parak","83573"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pujut","Kerame Jati","83573"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat","Bonder","83572"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat","Tanak Rarang","83572"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Timur","Beleke Daye","83581"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Timur","Beleke Lebe Sane","83581"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Timur","Pegonak","83581"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Timur","Jero Puri","83581"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Janapria","Setuta","83554"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Janapria","Prako","83554"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Janapria","Tibu Sisok","83554"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Janapria","Janggawana","83554"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Janapria","Lingkok Berenge","83554"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pringgarata","Menemeng","83562"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pringgarata","Arjangka","83562"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pringgarata","Taman Indah","83562"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Pringgarata","Sisik","83562"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Kopang","Lendang Are","83553"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Kopang","Aik Bual","83553"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Kopang","Semparu","83553"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Kopang","Berinding","83553"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Tengah","Dakung","83582"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Tengah","Prai Meke","83582"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Tengah","Lelong","83582"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat Daya","Kabul","83571"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat Daya","Pelambik","83571"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat Daya","Teduh","83571"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Praya Barat Daya","Pandan Tinggang","83582"
"Nusa Tenggara Barat","Kabupaten Lombok Tengah","Batukliang Utara","Aik Bukaq","83550"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Sakra","Suwangi","83671"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Selong","Kelaju Jorong","83617"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Sambelia","Sambalia","83656"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Wanasaba","Mamben Lauk","83650"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Suwela","Suela","83655"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Sakra Barat","Gerisak Semanggeleng","83670"
"Nusa Tenggara Barat","Kabupaten Lombok Timur","Lenek","Lenek Lauk","83653"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Alas","Marente","84353"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Utan","Labuhan Bajo","84351"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Utan","Sabedo","84351"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Batu Lanteh","Tangkam Pulit","84361"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Moyo Hulu","Brang Rea","84371"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Lape","Labuhan Kuris","84382"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Plampang","Upt. Prode Sp.i","84386"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Plampang","Upt. Prode Sp Ii","84386"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Plampang","Upt. Prode Sp Iii","84386"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Plampang","Selanteh","84386"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Empang","Empang Bawa","84384"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Alas Barat","Labuhan Mapin","84354"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Alas Barat","Mapin Beru","84354"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Labuhan Badas","Labuhan Sumbawa","84316"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Tarano","Bantulanteh","84385"
"Nusa Tenggara Barat","Kabupaten Sumbawa","Tarano","Tolo' Oi","84385"
"Nusa Tenggara Barat","Kabupaten Dompu","Dompu","Bali","84213"
"Nusa Tenggara Barat","Kabupaten Dompu","Dompu","Dora Tangga","84219"
"Nusa Tenggara Barat","Kabupaten Dompu","Dompu","Kandai I","84219"
"Nusa Tenggara Barat","Kabupaten Dompu","Dompu","O'o","84219"
"Nusa Tenggara Barat","Kabupaten Dompu","Dompu","Manggeasi","84219"
"Nusa Tenggara Barat","Kabupaten Dompu","Kempo","Ta'a","84261"
"Nusa Tenggara Barat","Kabupaten Dompu","Kempo","Songgaja","84261"
"Nusa Tenggara Barat","Kabupaten Dompu","Kempo","Soro Barat","84261"
"Nusa Tenggara Barat","Kabupaten Dompu","Hu'u","Hu'u","84271"
"Nusa Tenggara Barat","Kabupaten Dompu","Hu'u","Merada","84271"
"Nusa Tenggara Barat","Kabupaten Dompu","Hu'u","Jala","84271"
"Nusa Tenggara Barat","Kabupaten Dompu","Hu'u","Sawe","84271"
"Nusa Tenggara Barat","Kabupaten Dompu","Woja","Kandai Ii","84218"
"Nusa Tenggara Barat","Kabupaten Dompu","Woja","Sera Kapi","84251"
"Nusa Tenggara Barat","Kabupaten Dompu","Woja","Raba Baka","84251"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Doro Peti","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Karombo","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Kadindi Barat","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Nangakara","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Sori Tatanga","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Pekat","Calabai","84260"
"Nusa Tenggara Barat","Kabupaten Dompu","Manggalewa","Kampasi Meci","84253"
"Nusa Tenggara Barat","Kabupaten Dompu","Manggalewa","Teka Sire","84253"
"Nusa Tenggara Barat","Kabupaten Dompu","Manggalewa","Anamina","84253"
"Nusa Tenggara Barat","Kabupaten Dompu","Manggalewa","Tanju","84253"
"Nusa Tenggara Barat","Kabupaten Dompu","Pajo","Tembal Lae","84272"
"Nusa Tenggara Barat","Kabupaten Bima","Monta","Sakuru","84172"
"Nusa Tenggara Barat","Kabupaten Bima","Monta","Wilamaci","84172"
"Nusa Tenggara Barat","Kabupaten Bima","Monta","Nontotera","84172"
"Nusa Tenggara Barat","Kabupaten Bima","Monta","Waro","84172"
"Nusa Tenggara Barat","Kabupaten Bima","Belo","Diha","84173"
"Nusa Tenggara Barat","Kabupaten Bima","Wawo","Riamau","84184"
"Nusa Tenggara Barat","Kabupaten Bima","Sape","Na'e","84183"
"Nusa Tenggara Barat","Kabupaten Bima","Sape","Oi Maci","84183"
"Nusa Tenggara Barat","Kabupaten Bima","Wera","Ranggasolo","84152"
"Nusa Tenggara Barat","Kabupaten Bima","Wera","Kalajena","84152"
"Nusa Tenggara Barat","Kabupaten Bima","Donggo","O'o","84162"
"Nusa Tenggara Barat","Kabupaten Bima","Donggo","Ndano Na'e","84162"
"Nusa Tenggara Barat","Kabupaten Bima","Langgudu","Doro O'o","84180"
"Nusa Tenggara Barat","Kabupaten Bima","Langgudu","Sarae Ruma","84180"
"Nusa Tenggara Barat","Kabupaten Bima","Langgudu","Sambane","84180"
"Nusa Tenggara Barat","Kabupaten Bima","Lambu","Lanta Barat","84182"
"Nusa Tenggara Barat","Kabupaten Bima","Lambu","Sangga","84182"
"Nusa Tenggara Barat","Kabupaten Bima","Madapangga","Madawau","84111"
"Nusa Tenggara Barat","Kabupaten Bima","Madapangga","Ncandi","84111"
"Nusa Tenggara Barat","Kabupaten Bima","Tambora","Labuan Kananga","84190"
"Nusa Tenggara Barat","Kabupaten Bima","Tambora","Oi Katupa","84190"
"Nusa Tenggara Barat","Kabupaten Bima","Soromandi","Lewintana","84163"
"Nusa Tenggara Barat","Kabupaten Bima","Lambitu","Kaboro","84181"
"Nusa Tenggara Barat","Kabupaten Bima","Lambitu","Londu","84181"
"Nusa Tenggara Barat","Kabupaten Bima","Palibelo","Tonggondoa","84174"
"Nusa Tenggara Barat","Kabupaten Bima","Palibelo","Ragi","84174"
"Nusa Tenggara Barat","Kabupaten Bima","Palibelo","Padolo","84174"
"Nusa Tenggara Barat","Kabupaten Bima","Palibelo","Bre","84174"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Taliwang","Labuhan Lalar","84452"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Taliwang","Lalar Liang","84452"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Taliwang","Labuhan Kertasari","84452"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Taliwang","Lamunga","84452"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Sekongkang","Talonang Baru","84457"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Brang Rea","Bangkat Monteh","84458"
"Nusa Tenggara Barat","Kabupaten Sumbawa Barat","Poto Tano","Upt Tambak Sari","84454"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Tanjung","Sigar Penjalin","83350"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Tanjung","Sama Guna","83350"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Gangga","Selelos","83353"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Gangga","Rempek Darussalam","83353"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Gangga","Segara Katon","83353"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Kayangan","Pansor","83356"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Kayangan","Santong Mulia","83356"
"Nusa Tenggara Barat","Kabupaten Lombok Utara","Bayan","Gunjan Asri","83354"
